Date,Description,Debit,Credit,Balance
17/06/2019,Eftpos Purchase               17Jun16:38 Dental Corporation \/L West Lakes     Au,197.50,,2329.54,
18/06/2019,Visa Purchase                 15Jun Paypal *Google Play  402935773,10.95,,2318.59,
22/06/2019,Visa Purchase                 21Jun Dbs*Anytime Fitness  Adelaide,35.90,,2282.69,
24/06/2019,Ctrlink Newstart 7E1A9736503632098A,,379.40,2662.09,
24/06/2019,Visa Purchase                 20Jun Paypal *Adobesystem  402935773,14.29,,2647.80,
25/06/2019,Visa Purchase                 21Jun Paypal *Google Googl 402935773,2.49,,2645.31,
25/06/2019,Visa Purchase                 24Jun Vodafone             North Syd,36.82,,2608.49,
26/06/2019,Visa Purchase                 23Jun Amazon Au            Sydney So,105.94,,2502.55,
02/07/2019,Eftpos Purchase               02Jul10:10 Specsavers West Lak\West Lakes        Au,439.00,,2063.55,
02/07/2019,Visa Purchase                 29Jun Paypal *Uber Au      402935773,18.75,,2044.80,
04/07/2019,Visa Purchase                 02Jul Westfield West Lakes West Lake,4.00,,2040.80,
05/07/2019,Visa Purchase O/Seas          03Jul Usd13.20 Amazon Web Services,18.90,,2021.90,
05/07/2019,Foreign Currency Conversn Fee,.56,,2021.34,
06/07/2019,Visa Purchase                 05Jul Dbs*Anytime Fitness  Adelaide,35.90,,1985.44,
06/07/2019,Visa Purchase                 04Jul The Push-Up Challeng Wembley,50.00,,1935.44,
08/07/2019,Ctrlink Yth All 7E1A0117503632098A,,304.40,2239.84,
09/07/2019,Visa Purchase                 05Jul Paypal *Spotify      353143690,5.99,,2233.85,
12/07/2019,Ato Ato008000010758506,,1991.25,4225.10,
13/07/2019,Internet Withdrawal           13Jul01:22 Spending,225.10,,4000.00,
16/07/2019,Visa Purchase                 14Jul Caltex Halls Gap     Halls Gap,5.99,,3994.01,
16/07/2019,Visa Purchase                 14Jul Nkd Enterprises Pty  Bordertow,10.20,,3983.81,
16/07/2019,Visa Purchase                 14Jul Lillies & Latte's    Stawell,19.50,,3964.31,
16/07/2019,Visa Purchase                 14Jul Coles Express 1914   Tailem Be,49.29,,3915.02,
17/07/2019,Visa Purchase                 15Jul Greyvenstein Vic Pty Halls Gap,43.34,,3871.68,
18/07/2019,Visa Purchase                 16Jul Caltex Halls Gap     Halls Gap,3.50,,3868.18,
18/07/2019,Visa Purchase                 16Jul Sq *Livefast Cafe    Halls Gap,9.00,,3859.18,
18/07/2019,Visa Purchase                 16Jul Coles Express 1924   West Lake,46.62,,3812.56,
20/07/2019,Visa Purchase                 19Jul Dbs*Anytime Fitness  Adelaide,35.90,,3776.66,
22/07/2019,Ctrlink Yth All 7E1A0497503632098A,,304.40,4081.06,
23/07/2019,Visa Purchase                 20Jul Paypal *Adobesystem  402935773,14.29,,4066.77,
23/07/2019,Visa Purchase                 22Jul Vodafone             North Syd,40.16,,4026.61,
24/07/2019,Visa Purchase                 21Jul Paypal *Google Googl 402935773,2.49,,4024.12,
24/07/2019,Visa Purchase                 22Jul Uni Adl Online Shop  Adleiade,20.00,,4004.12,
25/07/2019,Visa Purchase                 23Jul Uni Adl Online Shop  Adleiade,15.00,,3989.12,
25/07/2019,Visa Purchase                 23Jul Uni Adl Online Shop  Adleiade,15.00,,3974.12,
29/07/2019,Visa Purchase                 26Jul Amazon Australia Ser Melbourne,4.17,,3969.95,
03/08/2019,Visa Purchase                 02Aug Dbs*Anytime Fitness  Adelaide,35.90,,3934.05,
05/08/2019,Ctrlink Yth All 7E1A0877503632098A,,304.40,4238.45,
06/08/2019,Visa Purchase O/Seas          03Aug Usd13.36 Amazon Web Services,19.76,,4218.69,
06/08/2019,Foreign Currency Conversn Fee,.59,,4218.10,
08/08/2019,Visa Purchase                 06Aug Paypal *Ebay Au Gst  402935773,3.99,,4214.11,
08/08/2019,Visa Purchase                 05Aug Paypal *Spotify      353143690,5.99,,4208.12,
08/08/2019,Visa Purchase                 06Aug Paypal *Tarabrown19  402935773,39.89,,4168.23,
09/08/2019,Eftpos Purchase               09Aug11:58 Il Barbiere           Findon       Sa Au,30.00,,4138.23,
10/08/2019,Visa Purchase                 09Aug Mobile Climbing Co   Holden Hi,36.00,,4102.23,
13/08/2019,Visa Purchase                 10Aug Black Bottle Distill Renmark,6.00,,4096.23,
13/08/2019,Visa Purchase                 10Aug Bp Westport 9285     West Croy,42.93,,4053.30,
15/08/2019,Visa Purchase                 14Aug Beyond Bouldering Pl Kent Town,50.00,,4003.30,
16/08/2019,Visa Purchase                 14Aug Bp Stepney 0094      Stepney,27.45,,3975.85,
17/08/2019,Visa Purchase                 16Aug Dbs*Anytime Fitness  Adelaide,35.90,,3939.95,
19/08/2019,Ctrlink Yth All 7E1A1257503632098A,,304.40,4244.35,
20/08/2019,Visa Purchase                 16Aug Caltex Fulham        Fulham Ga,1.00,,4243.35,
22/08/2019,Internet Withdrawal           22Aug09:19 Jacko - Craggs Keg,20.00,,4223.35,
23/08/2019,Visa Purchase                 20Aug Paypal *Adobesystem  402935773,14.29,,4209.06,
23/08/2019,Visa Purchase                 21Aug Amazon Mktplc Au     Sydney So,34.94,,4174.12,
23/08/2019,Visa Purchase                 22Aug Vodafone             North Syd,40.17,,4133.95,
23/08/2019,Visa Purchase                 21Aug Jetstar Air          Paypal Co,122.51,,4011.44,
24/08/2019,Visa Purchase                 21Aug Paypal *Google Googl 402935773,2.49,,4008.95,
27/08/2019,Visa Purchase                 24Aug Olacabs Ride Payment Melbourne,10.52,,3998.43,
27/08/2019,Visa Purchase                 24Aug Olacabs Ride Payment Melbourne,43.80,,3954.63,
27/08/2019,Visa Purchase                 26Aug Jetstar Air Nhdzmm   Mascot,315.88,,3638.75,
28/08/2019,Cash Deposit,,5000.00,8638.75,
28/08/2019,Visa Purchase                 26Aug Paypal *Booking.Com  353143690,210.00,,8428.75,
28/08/2019,Visa Purchase                 26Aug Ustraveldocs.Com - U Sydney,240.00,,8188.75,
30/08/2019,Visa Purchase                 28Aug Airbnb * Hmah8Qspmb  Surry Hil,3218.06,,4970.69,
31/08/2019,Visa Purchase                 30Aug Dbs*Anytime Fitness  Adelaide,35.90,,4934.79,
02/09/2019,Ctrlink Yth All 7E1A1637503632098A,,304.40,5239.19,
02/09/2019,Visa Purchase                 30Aug Paypal *Uber Au      402935773,5.32,,5233.87,
02/09/2019,Visa Purchase                 30Aug Paypal *Uber Au      402935773,6.05,,5227.82,
03/09/2019,Visa Purchase                 31Aug Olacabs Ride Payment Melbourne,43.68,,5184.14,
04/09/2019,Visa Purchase                 02Sep Paypal *Bti Pty Ltd  402935773,19.75,,5164.39,
05/09/2019,Visa Purchase                 03Sep Blackdog.Org.Au      Clovelly,21.50,,5142.89,
05/09/2019,Visa Purchase O/Seas          03Sep Usd21.39 Amazon Web Services,31.99,,5110.90,
05/09/2019,Foreign Currency Conversn Fee,.95,,5109.95,
09/09/2019,Visa Purchase                 05Sep Paypal *Spotify      353143690,11.99,,5097.96,
12/09/2019,Visa Purchase O/Seas          09Sep Usd105.00 Auh Us Consulat Per,153.38,,4944.58,
12/09/2019,Foreign Currency Conversn Fee,4.60,,4939.98,
13/09/2019,Eftpos Debit                  13Sep13:37 Il Barbiere           Findon       Sa Au,30.00,,4909.98,
14/09/2019,Eftpos Debit                  14Sep15:21 Travelex Ltd       \West Lakes        Au,3108.18,,1801.80,
14/09/2019,Visa Purchase                 13Sep Dbs*Anytime Fitness  Adelaide,35.90,,1765.90,
16/09/2019,Ctrlink Yth All 7E1A2017503632098A,,304.40,2070.30,
16/09/2019,Visa Purchase                 13Sep Patio Coffee Roaster Glandore,9.50,,2060.80,
16/09/2019,Visa Purchase                 13Sep Carmine And Co       Port Adel,81.40,,1979.40,
16/09/2019,Visa Purchase                 13Sep Air New Zealand - On Sydney,1122.45,,856.95,
17/09/2019,Ctrlink Yth All 7E1A2055503632098A,,43.83,900.78,
17/09/2019,Visa Purchase                 14Sep Paradise Hotel       Paradise,14.00,,886.78,
17/09/2019,Visa Purchase                 13Sep Connor Clothing Pty  Westlakes,51.99,,834.79,
19/09/2019,Visa Purchase                 16Sep Paypal *Lyft Ride Mo 402935773,3.04,,831.75,
19/09/2019,Visa Purchase                 16Sep Paypal *Lyft Ride Mo 402935773,6.15,,825.60,
19/09/2019,Visa Purchase                 16Sep Paypal *Pending      402935773,7.86,,817.74,
19/09/2019,Visa Purchase                 16Sep Paypal *Pending      402935773,13.51,,804.23,
19/09/2019,Visa Purchase                 16Sep Paypal *Pending      402935773,41.03,,763.20,
20/09/2019,Visa Purchase                 18Sep Paypal *Lyft Scooter 402935773,4.71,,758.49,
20/09/2019,Visa Purchase                 17Sep Paypal *Pending      402935773,6.14,,752.35,
20/09/2019,Visa Purchase                 17Sep Paypal *Pending      402935773,6.20,,746.15,
20/09/2019,Visa Purchase                 17Sep Paypal *Pending      402935773,6.56,,739.59,
20/09/2019,Visa Purchase                 18Sep Paypal *Pending      402935773,6.57,,733.02,
20/09/2019,Visa Purchase                 17Sep Paypal *Pending      402935773,6.63,,726.39,
21/09/2019,Visa Purchase                 19Sep Paypal *Lyft Ride Th 402935773,6.73,,719.66,
21/09/2019,Visa Purchase                 18Sep Paypal *Lyft Scooter 402935773,6.88,,712.78,
21/09/2019,Visa Purchase                 18Sep Paypal *Lyft Ride We 402935773,6.94,,705.84,
21/09/2019,Visa Purchase                 18Sep Paypal *Lyft Scooter 402935773,7.37,,698.47,
21/09/2019,Visa Purchase                 18Sep Paypal *Pending      402935773,27.37,,671.10,
21/09/2019,Visa Purchase                 19Sep Paypal *Pending      402935773,33.63,,637.47,
21/09/2019,Visa Purchase                 18Sep Paypal *Pending      402935773,34.62,,602.85,
23/09/2019,Visa Purchase                 20Sep Paypal *Lyft Ride Th 402935773,3.07,,599.78,
23/09/2019,Visa Purchase                 19Sep Paypal *Pending      402935773,8.85,,590.93,
23/09/2019,Visa Purchase                 20Sep Paypal *Pending      402935773,10.95,,579.98,
23/09/2019,Visa Purchase                 20Sep Paypal *Pending      402935773,10.97,,569.01,
24/09/2019,Visa Purchase                 21Sep Paypal *Google Googl 402935773,2.49,,566.52,
24/09/2019,Visa Purchase                 21Sep Paypal *Lyft Ride Sa 402935773,4.62,,561.90,
24/09/2019,Visa Purchase                 21Sep Paypal *Pending      402935773,9.44,,552.46,
24/09/2019,Visa Purchase                 21Sep Paypal *Pending      402935773,10.09,,542.37,
24/09/2019,Visa Purchase                 21Sep Paypal *Pending      402935773,10.37,,532.00,
24/09/2019,Visa Purchase                 21Sep Paypal *Pending      402935773,10.51,,521.49,
24/09/2019,Visa Purchase                 21Sep Paypal *Pending      402935773,11.92,,509.57,
24/09/2019,Visa Purchase                 23Sep Vodafone             North Syd,40.17,,469.40,
27/09/2019,Visa Purchase                 25Sep Paypal *Lyft Ride We 402935773,4.62,,464.78,
27/09/2019,Visa Purchase                 25Sep Paypal *Pending      402935773,11.58,,453.20,
28/09/2019,Visa Purchase                 27Sep Dbs*Anytime Fitness  Adelaide,35.90,,417.30,
30/09/2019,Visa Purchase O/Seas          26Sep Usd4.51 Fedex Offic515000515,6.69,,410.61,
30/09/2019,Foreign Currency Conversn Fee,.20,,410.41,
01/10/2019,Visa Purchase                 27Sep Paypal *Pending      402935773,11.16,,399.25,
03/10/2019,Visa Purchase                 30Sep Paypal *Pending      402935773,16.59,,382.66,
03/10/2019,Visa Purchase                 30Sep Paypal *Pending      402935773,24.03,,358.63,
04/10/2019,Visa Purchase O/Seas          03Oct Usd9.35 Amazon Web Services,14.02,,344.61,
04/10/2019,Foreign Currency Conversn Fee,.42,,344.19,
04/10/2019,Visa Purchase                 01Oct Paypal *Pending      402935773,18.46,,325.73,
04/10/2019,Visa Purchase                 01Oct Paypal *Pending      402935773,20.03,,305.70,
08/10/2019,Visa Purchase                 05Oct Paypal *Spotify      353143690,11.99,,293.71,
09/10/2019,Visa Purchase                 06Oct Paypal *Pending      402935773,16.12,,277.59,
15/10/2019,Visa Purchase                 12Oct Paypal *Pending      402935773,16.46,,261.13,
24/10/2019,Visa Purchase                 21Oct Paypal *Google Googl 402935773,2.49,,258.64,
24/10/2019,Visa Purchase                 23Oct Vodafone             North Syd,49.50,,209.14,
29/10/2019,Visa Purchase O/Seas          26Oct Usd12.99 Amazon Prime,19.08,,190.06,
29/10/2019,Foreign Currency Conversn Fee,.57,,189.49,
05/11/2019,Visa Purchase O/Seas          03Nov Usd9.97 Amazon Web Services,14.49,,175.00,
05/11/2019,Foreign Currency Conversn Fee,.43,,174.57,
08/11/2019,Visa Purchase                 05Nov Paypal *Spotify      353143690,11.99,,162.58,
